num,title,id,year,time,limit,img,rate,vote,url,douban
80,Joker,tt7286456,2019,2h 2m,R,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.4,1.4M,https://www.imdb.com/title/tt7286456,179
81,Mononoke-hime,tt0119698,1997,2h 14m,PG-13,"https://m.media-amazon.com/images/M/MV5BNTZkYmI0MmEtNGFlZC00OWZjLWFjMmItMjk1OWZkOWJiZGVjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.3,415K,https://www.imdb.com/title/tt0119698,113
82,Good Will Hunting,tt0119217,1997,2h 6m,R,"https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,3,140,207_.jpg",8.3,1M,https://www.imdb.com/title/tt0119217,84
83,Once Upon a Time in America,tt0087843,1984,3h 49m,R,"https://m.media-amazon.com/images/M/MV5BMmQzZjdmZDAtOGE2Yy00MmUwLTljYzgtZTMwMjk3ZDdiOWUyXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.3,367K,https://www.imdb.com/title/tt0087843,90
84,Kimi no na wa,tt5311514,2016,1h 46m,TV-PG,"https://m.media-amazon.com/images/M/MV5BODRmZDVmNzUtZDA4ZC00NjhkLWI2M2UtN2M0ZDIzNDcxYThjL2ltYWdlXkEyXkFqcGdeQXVyNTk0MzMzODA@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.4,299K,https://www.imdb.com/title/tt5311514,163
85,3 Idiots,tt1187043,2009,2h 50m,PG-13,"https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY207_CR2,0,140,207_.jpg",8.4,418K,https://www.imdb.com/title/tt1187043,14
86,Tengoku to jigoku,tt0057565,1963,2h 23m,Not Rated,"https://m.media-amazon.com/images/M/MV5BOTI4NTNhZDMtMWNkZi00MTRmLWJmZDQtMmJkMGVmZTEzODlhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.4,50K,https://www.imdb.com/title/tt0057565,
87,Singin' in the Rain,tt0045152,1952,1h 43m,G,"https://m.media-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_QL75_UY207_CR1,0,140,207_.jpg",8.3,253K,https://www.imdb.com/title/tt0045152,182
88,Requiem for a Dream,tt0180093,2000,1h 42m,Unrated,"https://m.media-amazon.com/images/M/MV5BOTdiNzJlOWUtNWMwNS00NmFlLWI0YTEtZmI3YjIzZWUyY2Y3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.3,875K,https://www.imdb.com/title/tt0180093,
89,Capharnaüm,tt8267604,2018,2h 6m,R,"https://m.media-amazon.com/images/M/MV5BMjJkMDUyM2YtYzkxNC00ZGFiLTgyYWUtOWNhNTFlM2NhY2NjXkEyXkFqcGdeQXVyNTk4MTA5OTg@._V1_QL75_UX140_CR0,2,140,207_.jpg",8.4,99K,https://www.imdb.com/title/tt8267604,39
90,Toy Story 3,tt0435761,2010,1h 43m,G,"https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_QL75_UY207_CR3,0,140,207_.jpg",8.3,869K,https://www.imdb.com/title/tt0435761,138
91,Idi i smotri,tt0091251,1985,2h 22m,Not Rated,"https://m.media-amazon.com/images/M/MV5BODM4Njg0NTAtYjI5Ny00ZjAxLTkwNmItZTMxMWU5M2U3M2RjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,4,140,207_.jpg",8.4,90K,https://www.imdb.com/title/tt0091251,
92,Star Wars: Episode VI - Return of the Jedi,tt0086190,1983,2h 11m,PG,"https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX140_CR0,5,140,207_.jpg",8.3,1.1M,https://www.imdb.com/title/tt0086190,
93,Eternal Sunshine of the Spotless Mind,tt0338013,2004,1h 48m,R,"https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.3,1M,https://www.imdb.com/title/tt0338013,
94,2001: A Space Odyssey,tt0062622,1968,2h 29m,G,"https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.3,698K,https://www.imdb.com/title/tt0062622,185
95,Jagten,tt2106476,2012,1h 55m,R,"https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_QL75_UY207_CR3,0,140,207_.jpg",8.3,349K,https://www.imdb.com/title/tt2106476,99
96,Reservoir Dogs,tt0105236,1992,1h 39m,R,"https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.3,1.1M,https://www.imdb.com/title/tt0105236,
97,Ikiru,tt0044741,1952,2h 23m,Not Rated,"https://m.media-amazon.com/images/M/MV5BYWM1YmZkNTctZDAwNy00ZTY4LWFjMTktYzU4ZjViMmU1OTJmXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX140_CR0,1,140,207_.jpg",8.3,84K,https://www.imdb.com/title/tt0044741,
98,Lawrence of Arabia,tt0056172,1962,3h 38m,Approved,"https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UY207_CR2,0,140,207_.jpg",8.3,306K,https://www.imdb.com/title/tt0056172,
99,Citizen Kane,tt0033467,1941,1h 59m,PG,"https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.3,456K,https://www.imdb.com/title/tt0033467,
100,M - Eine Stadt sucht einen Mörder,tt0022100,1931,1h 57m,Passed,"https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.3,164K,https://www.imdb.com/title/tt0022100,
101,The Apartment,tt0053604,1960,2h 5m,Approved,"https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_QL75_UX140_CR0,7,140,207_.jpg",8.3,190K,https://www.imdb.com/title/tt0053604,
102,North by Northwest,tt0053125,1959,2h 16m,Approved,"https://m.media-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,2,140,207_.jpg",8.3,339K,https://www.imdb.com/title/tt0053125,
103,Vertigo,tt0052357,1958,2h 8m,PG,"https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,5,140,207_.jpg",8.3,416K,https://www.imdb.com/title/tt0052357,
104,Double Indemnity,tt0036775,1944,1h 47m,Passed,"https://m.media-amazon.com/images/M/MV5BOTdlNjgyZGUtOTczYi00MDdhLTljZmMtYTEwZmRiOWFkYjRhXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_QL75_UX140_CR0,2,140,207_.jpg",8.3,163K,https://www.imdb.com/title/tt0036775,
105,Le fabuleux destin d'Amélie Poulain,tt0211915,2001,2h 2m,R,"https://m.media-amazon.com/images/M/MV5BNDg4NjM1YjMtYmNhZC00MjM0LWFiZmYtNGY1YjA3MzZmODc5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.3,778K,https://www.imdb.com/title/tt0211915,119
106,Scarface,tt0086250,1983,2h 50m,18+,"https://m.media-amazon.com/images/M/MV5BNjdjNGQ4NDEtNTEwYS00MTgxLTliYzQtYzE2ZDRiZjFhZmNlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.3,884K,https://www.imdb.com/title/tt0086250,
107,Full Metal Jacket,tt0093058,1987,1h 56m,R,"https://m.media-amazon.com/images/M/MV5BNzkxODk0NjEtYjc4Mi00ZDI0LTgyYjEtYzc1NDkxY2YzYTgyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.3,770K,https://www.imdb.com/title/tt0093058,
108,A Clockwork Orange,tt0066921,1971,2h 16m,X,"https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.3,860K,https://www.imdb.com/title/tt0066921,250
109,Incendies,tt1255953,2010,2h 11m,R,"https://m.media-amazon.com/images/M/MV5BMWE3MGYzZjktY2Q5Mi00Y2NiLWIyYWUtMmIyNzA3YmZlMGFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.3,189K,https://www.imdb.com/title/tt1255953,
110,Heat,tt0113277,1995,2h 50m,R,"https://m.media-amazon.com/images/M/MV5BYjZjNTJlZGUtZTE1Ny00ZDc4LTgwYjUtMzk0NDgwYzZjYTk1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY207_CR2,0,140,207_.jpg",8.3,693K,https://www.imdb.com/title/tt0113277,
111,Hamilton,tt8503618,2020,2h 40m,PG-13,"https://m.media-amazon.com/images/M/MV5BNjViNWRjYWEtZTI0NC00N2E3LTk0NGQtMjY4NTM3OGNkZjY0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.3,106K,https://www.imdb.com/title/tt8503618,
112,Up,tt1049413,2009,1h 36m,PG,"https://m.media-amazon.com/images/M/MV5BYjBkM2RjMzItM2M3Ni00N2NjLWE3NzMtMGY4MzE4MDAzMTRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.3,1.1M,https://www.imdb.com/title/tt1049413,35
113,To Kill a Mockingbird,tt0056592,1962,2h 9m,Approved,"https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,3,140,207_.jpg",8.3,326K,https://www.imdb.com/title/tt0056592,
114,The Sting,tt0070735,1973,2h 9m,PG,"https://m.media-amazon.com/images/M/MV5BNGU3NjQ4YTMtZGJjOS00YTQ3LThmNmItMTI5MDE2ODI3NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,3,140,207_.jpg",8.3,273K,https://www.imdb.com/title/tt0070735,
115,Jodaeiye Nader az Simin,tt1832382,2011,2h 3m,PG-13,"https://m.media-amazon.com/images/M/MV5BN2JmMjViMjMtZTM5Mi00ZGZkLTk5YzctZDg5MjFjZDE4NjNkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.3,253K,https://www.imdb.com/title/tt1832382,
116,Indiana Jones and the Last Crusade,tt0097576,1989,2h 7m,PG-13,"https://m.media-amazon.com/images/M/MV5BY2Q0ODg4ZmItNDZiYi00ZWY5LTg2NzctNmYwZjA5OThmNzE1XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.2,791K,https://www.imdb.com/title/tt0097576,
117,Metropolis,tt0017136,1927,2h 33m,Not Rated,"https://m.media-amazon.com/images/M/MV5BMTg5YWIyMWUtZDY5My00Zjc1LTljOTctYmI0MWRmY2M2NmRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY207_CR0,0,140,207_.jpg",8.3,181K,https://www.imdb.com/title/tt0017136,
118,Die Hard,tt0095016,1988,2h 12m,R,"https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.2,912K,https://www.imdb.com/title/tt0095016,
119,Ladri di biciclette,tt0040522,1948,1h 29m,Not Rated,"https://m.media-amazon.com/images/M/MV5BNmI1ODdjODctMDlmMC00ZWViLWI5MzYtYzRhNDdjYmM3MzFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY207_CR2,0,140,207_.jpg",8.3,170K,https://www.imdb.com/title/tt0040522,
120,L,tt0119488,1997,2h 18m,R,"https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY207_CR1,0,140,207_.jpg",8.2,601K,https://www.imdb.com/title/tt0119488,
121,Snatch,tt0208092,2000,1h 44m,R,"https://m.media-amazon.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY207_CR1,0,140,207_.jpg",8.2,886K,https://www.imdb.com/title/tt0208092,
122,Taare Zameen Par,tt0986264,2007,2h 45m,PG,"https://m.media-amazon.com/images/M/MV5BYjY0MGU3MmQtMGVhOS00M2IyLWI1MTktZGUxMzBjMTE5ZDA3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY207_CR2,0,140,207_.jpg",8.3,201K,https://www.imdb.com/title/tt0986264,
123,Taxi Driver,tt0075314,1976,1h 54m,R,"https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,3,140,207_.jpg",8.2,885K,https://www.imdb.com/title/tt0075314,
124,1917,tt8579674,2019,1h 59m,R,"https://m.media-amazon.com/images/M/MV5BZGJlODEzYjUtMWVhYS00ZGE5LTg4NzgtY2M2MmYyZjBhNTJiXkEyXkFqcGdeQXVyMzExODEzNDA@._V1_QL75_UY207_CR4,0,140,207_.jpg",8.2,641K,https://www.imdb.com/title/tt8579674,
125,Der Untergang,tt0363163,2004,2h 36m,R,"https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_QL75_UY207_CR1,0,140,207_.jpg",8.2,367K,https://www.imdb.com/title/tt0363163,
126,Dangal,tt5074352,2016,2h 41m,Not Rated,"https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_QL75_UY207_CR4,0,140,207_.jpg",8.3,202K,https://www.imdb.com/title/tt5074352,40
127,Top Gun: Maverick,tt1745960,2022,2h 10m,PG-13,"https://m.media-amazon.com/images/M/MV5BZWYzOGEwNTgtNWU3NS00ZTQ0LWJkODUtMmVhMjIwMjA1ZmQwXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.3,630K,https://www.imdb.com/title/tt1745960,
128,Per qualche dollaro in più,tt0059578,1965,2h 12m,R,"https://m.media-amazon.com/images/M/MV5BMzJlZTNkYjQtMTE1OS00YTJlLTgxNjItYzg4NTllODdkMzBiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,3,140,207_.jpg",8.2,267K,https://www.imdb.com/title/tt0059578,
129,Batman Begins,tt0372784,2005,2h 20m,PG-13,"https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR0,0,140,207_.jpg",8.2,1.5M,https://www.imdb.com/title/tt0372784,
130,Some Like It Hot,tt0053291,1959,2h 1m,Passed,"https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,5,140,207_.jpg",8.2,277K,https://www.imdb.com/title/tt0053291,
131,The Kid,tt0012349,1921,1h 8m,Passed,"https://m.media-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,2,140,207_.jpg",8.2,131K,https://www.imdb.com/title/tt0012349,
132,The Wolf of Wall Street,tt0993846,2013,3h,R,"https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.2,1.5M,https://www.imdb.com/title/tt0993846,
133,The Father,tt10272386,2020,1h 37m,PG-13,"https://m.media-amazon.com/images/M/MV5BOTFiYjkxYjItNzdjNS00NzY0LTg4NGMtZjRlYWQwOWM2YzUzXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UX140_CR0,2,140,207_.jpg",8.2,177K,https://www.imdb.com/title/tt10272386,
134,Green Book,tt6966692,2018,2h 10m,PG-13,"https://m.media-amazon.com/images/M/MV5BYzE0ZGVhNGUtYmEzNi00NGM5LWFkMWMtMmQ2NmFhMzQ3N2JhXkEyXkFqcGdeQXVyNTk4MTA5OTg@._V1_QL75_UX140_CR0,7,140,207_.jpg",8.2,535K,https://www.imdb.com/title/tt6966692,53
135,All About Eve,tt0042192,1950,2h 18m,Passed,"https://m.media-amazon.com/images/M/MV5BYmE1M2Y3NTYtYTI0Mi00N2JlLTkzMzItOTY1MTlhNWNkMDgzXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,2,140,207_.jpg",8.2,136K,https://www.imdb.com/title/tt0042192,
136,Judgment at Nuremberg,tt0055031,1961,2h 59m,Approved,"https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.3,82K,https://www.imdb.com/title/tt0055031,
137,The Truman Show,tt0120382,1998,1h 43m,PG,"https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.2,1.1M,https://www.imdb.com/title/tt0120382,11
138,There Will Be Blood,tt0469494,2007,2h 38m,R,"https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.2,618K,https://www.imdb.com/title/tt0469494,
139,Ran,tt0089881,1985,2h 42m,R,"https://m.media-amazon.com/images/M/MV5BMmU1NGYwZWYtOWExNi00ZTEyLTgwMmUtM2ZlMDVjNWM4YjVlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,3,140,207_.jpg",8.2,132K,https://www.imdb.com/title/tt0089881,
140,Casino,tt0112641,1995,2h 58m,17,"https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.2,545K,https://www.imdb.com/title/tt0112641,
141,Shutter Island,tt1130884,2010,2h 18m,R,"https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.2,1.4M,https://www.imdb.com/title/tt1130884,79
142,El laberinto del fauno,tt0457430,2006,1h 58m,R,"https://m.media-amazon.com/images/M/MV5BYzFjMThiMGItOWRlMC00MDI4LThmOGUtYTNlZGZiYWI1YjMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.2,688K,https://www.imdb.com/title/tt0457430,
143,The Sixth Sense,tt0167404,1999,1h 47m,PG-13,"https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UY207_CR0,0,140,207_.jpg",8.2,1M,https://www.imdb.com/title/tt0167404,110
144,Unforgiven,tt0105695,1992,2h 10m,R,"https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.2,426K,https://www.imdb.com/title/tt0105695,
145,Jurassic Park,tt0107290,1993,2h 7m,PG-13,"https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.2,1M,https://www.imdb.com/title/tt0107290,
146,A Beautiful Mind,tt0268978,2001,2h 15m,PG-13,"https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.2,963K,https://www.imdb.com/title/tt0268978,63
147,The Treasure of the Sierra Madre,tt0040897,1947,2h 6m,Passed,"https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX140_CR0,2,140,207_.jpg",8.2,130K,https://www.imdb.com/title/tt0040897,
148,Yôjinbô,tt0055630,1961,1h 50m,Not Rated,"https://m.media-amazon.com/images/M/MV5BZThiZjAzZjgtNDU3MC00YThhLThjYWUtZGRkYjc2ZWZlOTVjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.2,128K,https://www.imdb.com/title/tt0055630,
149,No Country for Old Men,tt0477348,2007,2h 2m,R,"https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_QL75_UY207_CR1,0,140,207_.jpg",8.2,1M,https://www.imdb.com/title/tt0477348,
150,Kill Bill: Vol,tt0266697,2003,1h 51m,R,"https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.2,1.2M,https://www.imdb.com/title/tt0266697,
151,Monty Python and the Holy Grail,tt0071853,1975,1h 31m,PG,"https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.2,558K,https://www.imdb.com/title/tt0071853,
152,The Great Escape,tt0057115,1963,2h 52m,Approved,"https://m.media-amazon.com/images/M/MV5BNzA2NmYxMWUtNzBlMC00MWM2LTkwNmQtYTFlZjQwODNhOWE0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX140_CR0,6,140,207_.jpg",8.2,253K,https://www.imdb.com/title/tt0057115,
153,The Thing,tt0084787,1982,1h 49m,16+,"https://m.media-amazon.com/images/M/MV5BNGViZWZmM2EtNGYzZi00ZDAyLTk3ODMtNzIyZTBjN2Y1NmM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.2,447K,https://www.imdb.com/title/tt0084787,
154,Rashômon,tt0042876,1950,1h 28m,Not Rated,"https://m.media-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.2,175K,https://www.imdb.com/title/tt0042876,217
155,Finding Nemo,tt0266543,2003,1h 40m,G,"https://m.media-amazon.com/images/M/MV5BZmYxZjg3OWEtNzg5Yi00M2YzLWI1YzYtYTQ0NTgwNzhjN2E1XkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_QL75_UX140_CR0,0,140,207_.jpg",8.2,1.1M,https://www.imdb.com/title/tt0266543,
156,The Elephant Man,tt0080678,1980,2h 4m,PG,"https://m.media-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.2,252K,https://www.imdb.com/title/tt0080678,
157,Chinatown,tt0071315,1974,2h 10m,R,"https://m.media-amazon.com/images/M/MV5BMjJkMDZhYzItZTFhMi00ZGI4LThlNTAtZDNlYmEwNjFkNDYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,2,140,207_.jpg",8.2,340K,https://www.imdb.com/title/tt0071315,
158,Gone with the Wind,tt0031381,1939,3h 58m,Passed,"https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX140_CR0,3,140,207_.jpg",8.2,326K,https://www.imdb.com/title/tt0031381,34
159,Hauru no ugoku shiro,tt0347149,2004,1h 59m,PG,"https://m.media-amazon.com/images/M/MV5BNmM4YTFmMmItMGE3Yy00MmRkLTlmZGEtMzZlOTQzYjk3MzA2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,1,140,207_.jpg",8.2,424K,https://www.imdb.com/title/tt0347149,37
